epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.30647908351626757,0.05254907913180871,0.9815016322089227,0.981495960547979
2,0.07500768867180849,0.055174261870480884,0.9744287268770403,0.9744267908531791
3,0.0841490297660211,0.047019439015190886,0.9738846572361263,0.9739605280722875
4,0.07118351123744958,0.042610620890609976,0.9885745375408053,0.9885736725088672
5,0.06000910714704245,0.044640558672544385,0.9738846572361263,0.9739605280722875
6,0.06113937987239493,0.041179954299907263,0.985854189336235,0.9858476303623745
7,0.05918886078334496,0.040413121136884125,0.9874863982589771,0.9874873378423652
8,0.06396890778074284,0.2887159276368289,0.8781284004352558,0.8784784265107725
9,0.0855458125168108,0.04299229565066494,0.9874863982589771,0.9874873378423652
10,0.06535093376492475,0.039540254437646395,0.9863982589771491,0.9863992802634404
11,0.056288407267770714,0.042366852908924495,0.9863982589771491,0.9863908712683637
12,0.05955655428179528,0.04222489763902173,0.984766050054407,0.9847565555160797
13,0.05141990282433118,0.03767135676077093,0.9863982589771491,0.9863908712683637
14,0.056433344462992356,0.05229620999876466,0.9815016322089227,0.9815272212883801
15,0.05338253684781242,0.03800461700884897,0.9869423286180631,0.9869403432236199
16,0.052330295780685675,0.040690105449294627,0.984766050054407,0.9847589865440957
17,0.06728657328435576,0.035611662330760234,0.9863982589771491,0.9863951440135342
18,0.05207298641699108,0.05181024576704472,0.9880304678998912,0.9880340179255674
19,0.05034643554669649,0.041015383340356024,0.9880304678998912,0.9880340179255674
20,0.0495689335869732,0.03757182367222013,0.984766050054407,0.9847540861374595
21,0.061282359083030064,0.04124122785893194,0.984221980413493,0.9842108729676632
22,0.052358596940714625,0.03625987993258009,0.9863982589771491,0.9863951440135342
23,0.04699367422161969,0.04064507329331062,0.984766050054407,0.9847613792748061
24,0.05237787685930827,0.03998147847349532,0.985854189336235,0.9858604295558662
25,0.051950893252689,0.03917237871992883,0.9874863982589771,0.9874873378423652
26,0.059809098958713336,0.038627911142116514,0.9885745375408053,0.9885803927893347
27,0.04979678411533435,0.03866947453783501,0.9836779107725789,0.9836703427258167
