epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.2538473947224874,0.07295604896825063,0.9713397790055248,0.9713361197920384
2,0.0817636346204358,0.08347757848921222,0.9620165745856354,0.9620654525806015
3,0.07661381880886325,0.07022156607370682,0.9734116022099447,0.9734082075179151
4,0.08108898167615836,0.07016397213082311,0.9744475138121547,0.9744524119646838
5,0.07107053617319854,0.07736423669409336,0.9661602209944752,0.9662036689865954
6,0.0727834495222627,0.10872913990617515,0.961671270718232,0.9616215721154715
7,0.06674235707484229,0.1982884407504001,0.9191988950276243,0.9192770736783311
8,0.07968166721669763,0.07243958959151524,0.9734116022099447,0.9734068045237048
9,0.0648693040115498,0.06549962610547781,0.9761740331491713,0.9761791453101292
10,0.06492743571150594,0.06622562391876372,0.974792817679558,0.9747869146533472
11,0.07109419483862238,0.07579898663987349,0.9779005524861878,0.977906778577481
12,0.06660262617751883,0.07047091006825665,0.9737569060773481,0.9737485973328627
13,0.06734721550013154,0.07935313942498971,0.976864640883978,0.9768798337405367
14,0.06236948058541637,0.07308456582074371,0.974792817679558,0.9747921862261409
15,0.08266137577076263,0.07585020603325504,0.9654696132596685,0.9655122330796412
16,0.06360018558806894,0.08434810054284249,0.9727209944751382,0.9727146062686908
17,0.0626045943590868,0.07669339294108925,0.9730662983425414,0.9730577709468855
18,0.06172617592762224,0.06498971192395202,0.9789364640883977,0.9789455214823632
19,0.0693817291984572,0.0717691450294831,0.9765193370165746,0.9765193370165746
20,0.06117638659933101,0.07413578998477113,0.9779005524861878,0.9779037617471362
21,0.06023908684430752,0.0701911064338499,0.9737569060773481,0.9737471233819519
22,0.05919952799492368,0.0756868505337919,0.9734116022099447,0.9733978443441785
23,0.060549691863577296,0.0676508536044997,0.9796270718232044,0.9796404506073383
24,0.05872198506801134,0.06988448054619811,0.9792817679558011,0.9792942667216638
25,0.05905130390591334,0.05748326329090581,0.9806629834254144,0.980676016953743
26,0.05308157499228706,0.06743261667785104,0.9785911602209945,0.978609016159312
27,0.055967912042387,0.06853366874835685,0.9810082872928176,0.9810193971670045
28,0.057567406903433566,0.06677889973539444,0.981353591160221,0.9813580139687443
29,0.04963362195635992,0.07503441569999947,0.974792817679558,0.9747921862261409
30,0.05103920091181198,0.08848436151403108,0.9796270718232044,0.9796314430912697
31,0.0567400024099275,0.07192026785635076,0.976864640883978,0.9768640613308416
32,0.05364566704444907,0.06265709884010594,0.9803176795580111,0.980329908603726
33,0.04460130851842603,0.06473051196115812,0.9799723756906077,0.9799660348066584
34,0.0447977531263184,0.058922026057558856,0.9816988950276243,0.9816993490477242
35,0.0466489691465985,0.060029534054333894,0.9803176795580111,0.9803343844498575
