epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.4707091123134166,0.30418926756829023,0.8868110236220472,0.8846997753550582
2,0.1484257216604116,0.023624587805898045,0.9931102362204725,0.9931107531237704
3,0.03800422095636358,0.03109122649237861,0.9881889763779528,0.9881954144317807
4,0.037584908297856046,0.02663540024741451,0.9911417322834646,0.99114708606548
5,0.045870303887374723,0.01568300162932701,0.9921259842519685,0.9921302762878538
6,0.027242206276035765,0.040544016681057116,0.9921259842519685,0.9921292961666183
7,0.02912758523829579,0.016952646853965803,0.9911417322834646,0.9911365903225958
8,0.033468540454525283,0.019411336976304483,0.9921259842519685,0.9921302762878538
9,0.025279793871844845,0.019973103261548886,0.9921259842519685,0.9921302762878538
10,0.034584776178850224,0.01793967361288651,0.9921259842519685,0.9921302762878538
11,0.025971816047310747,0.015477940460044692,0.9921259842519685,0.9921302762878538
12,0.02367922925903664,0.014474435317886503,0.9921259842519685,0.9921302762878538
13,0.06838962894365473,0.019303047218798497,0.9931102362204725,0.9931135697120962
14,0.024060817208639496,0.014986088503915695,0.9921259842519685,0.9921302762878538
15,0.023372670187108334,0.0164663458596932,0.9921259842519685,0.9921302762878538
16,0.024352293395126547,0.021154464432454834,0.9931102362204725,0.9931135697120962
17,0.02187044865511576,0.01865100460996505,0.9931102362204725,0.9931135697120962
18,0.03539590267803638,0.0182509044325343,0.9911417322834646,0.99114708606548
19,0.03023190354986025,0.017963375290804606,0.9931102362204725,0.9931135697120962
20,0.021000480949781505,0.014784706981295415,0.9921259842519685,0.9921302762878538
21,0.017079493373613416,0.013473165196016268,0.9921259842519685,0.9921302762878538
22,0.02792086251612359,0.018076842870009102,0.9931102362204725,0.9931135697120962
23,0.022267448493909475,0.01970622406105349,0.9921259842519685,0.9921292961666183
24,0.01869250508537691,0.012151582493768465,0.9931102362204725,0.9931135697120962
25,0.04452146502417482,0.01787524371309246,0.9921259842519685,0.9921302762878538
26,0.030824738693742238,0.018623814993055987,0.9931102362204725,0.9931135697120962
27,0.021418139179789596,0.014533949573994676,0.9921259842519685,0.9921302762878538
28,0.025295610127499084,0.013155942741528648,0.9921259842519685,0.9921302762878538
29,0.020841185750516415,0.013466176796270268,0.9921259842519685,0.9921302762878538
30,0.024480535012527626,0.012014429469995314,0.9921259842519685,0.9921302762878538
31,0.019567010210224174,0.012354420821183522,0.9931102362204725,0.9931135697120962
32,0.020768342836125508,0.011515783170410632,0.9931102362204725,0.9931135697120962
33,0.02026817849306528,0.02533439087389583,0.9921259842519685,0.9921292961666183
34,0.047450508651997715,0.01935140554468262,0.9891732283464567,0.9891797718578088
35,0.028791978554675364,0.014881142213569731,0.9921259842519685,0.9921302762878538
36,0.02512105721630864,0.01444353316142255,0.9921259842519685,0.9921302762878538
37,0.020809982469568476,0.0166395695135666,0.9931102362204725,0.9931135697120962
38,0.02359147236462402,0.011867837022109029,0.9931102362204725,0.9931135697120962
39,0.02113020634965544,0.015755292003023058,0.9921259842519685,0.9921292961666183
40,0.02517908865854218,0.014901361086316456,0.9921259842519685,0.9921302762878538
41,0.01886374314203625,0.012412204913317737,0.9931102362204725,0.9931135697120962
42,0.021258165141341757,0.016183096000489172,0.9921259842519685,0.9921302762878538
