epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,120352.90783603309,220.17795124034367,0.5886503969420759,0.43623101783380935
2,17.8694483086627,0.8296378680238141,0.5386650985004411,0.48696957559790544
3,0.7247233272640294,0.7010735056489846,0.5413113790061747,0.49528073942329964
4,0.7823554648146513,0.650010133293313,0.5377830049985298,0.49765953344981845
5,0.7263847071957844,0.6681577763367147,0.5416054101734784,0.4921003564406773
6,0.7688435078949056,0.693645803301547,0.5507203763598941,0.5052488728097727
7,0.7260960963985292,0.63565639109119,0.5624816230520435,0.5218684901752131
8,0.621564722629965,0.6167456630809766,0.5786533372537489,0.544758919569752
9,48.58156709537231,0.6867349105821529,0.5707144957365481,0.4277687834011865
10,0.693089471088462,0.6821419098567515,0.5765951190826227,0.5188539855737565
11,0.6695757435774932,0.6827300529524754,0.6539253160835049,0.6227992358550342
12,0.6520634731778534,0.6253172738451354,0.7083210820346957,0.7028252142553622
13,0.5936729029241589,0.5719356180076868,0.7121434872096443,0.7089196718587699
14,0.9286677548962254,0.581565731288122,0.6930314613349015,0.6946584990416297
15,1.4815242305918728,0.5984064216065295,0.6721552484563363,0.6746761365081306
16,44.25535107854633,0.5988164961058209,0.7159658923845927,0.713601704091605
17,0.5977130748171319,0.5905338552356326,0.7200823287268451,0.7204009529324203
18,9.092968445090998,0.581465976898659,0.7209644222287562,0.7222342450572409
19,72.65873333461262,0.7020718889057357,0.4113496030579241,0.2397825394491816
20,2.4336926639881185,0.6789930997320184,0.5886503969420759,0.43623101783380935
21,34.890488842041584,0.7058542591865073,0.4113496030579241,0.2397825394491816
22,39.625844207942805,0.6963061656750423,0.4084092913848868,0.2400990914691206
23,415.7419194682071,0.6880912257472115,0.5886503969420759,0.43623101783380935
