epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.7953223283371229,0.691521673463285,0.5379310344827586,0.37631049945879075
2,0.6936069819364655,0.6918547200039029,0.5379310344827586,0.37631049945879075
3,0.6932918666453843,0.6911363564431667,0.5379310344827586,0.37631049945879075
4,0.6929750805490472,0.7016599327325821,0.46206896551724136,0.29206245933636954
5,0.693985628278068,0.6919860625639558,0.5379310344827586,0.37631049945879075
6,0.6935612429393812,0.691886480897665,0.5379310344827586,0.37631049945879075
7,0.6937783159566729,0.6932485299184918,0.46206896551724136,0.29206245933636954
8,0.6937391472666451,0.6932428348809481,0.46206896551724136,0.29206245933636954
9,0.6936664222331529,0.6916816560551524,0.5379310344827586,0.37631049945879075
10,0.6937939238012507,0.694220120087266,0.46206896551724136,0.29206245933636954
11,0.6935603499412537,0.6965151559561491,0.46206896551724136,0.29206245933636954
12,0.693823273128338,0.6945589445531368,0.46206896551724136,0.29206245933636954
13,0.6954771738373832,0.6958790505304933,0.46206896551724136,0.29206245933636954
