epoch,train_loss,valid_loss,valid_accuracy,valid_f1
1,0.6476306066948122,0.41914372122846544,0.8113391984359726,0.8093740364666249
2,0.2900726898910112,0.1645713116740808,0.9403714565004888,0.9404609709101172
3,0.21334340324041737,0.30348813522141427,0.9012707722385142,0.9013595137767986
4,0.12985387792238207,0.0914328837924927,0.9745845552297165,0.9745612833459149
5,0.09298819617462836,0.09713826353026889,0.9736070381231672,0.9736449979869884
6,0.07116168921602142,0.09922110086336033,0.9716520039100685,0.9716945599408754
7,0.05140508405841006,0.027406054599850904,0.9931573802541545,0.9931568139500354
8,0.030780572552321202,0.02603105299061781,0.9951124144672532,0.9951120099643109
9,0.118824670545715,0.032238056174264784,0.9902248289345064,0.9902231918360951
10,0.022468609299720388,0.02036411167924257,0.9941348973607038,0.9941348973607038
11,0.0673419937976016,0.11464407288167422,0.9608993157380255,0.9609642633076952
12,0.0329258416239583,0.2649649318811882,0.9491691104594331,0.948835445994062
13,0.051631179646961636,0.02558492226717135,0.9931573802541545,0.9931609710930563
14,0.02357620714707639,0.007948923149967868,0.9980449657869013,0.9980452779484951
15,0.04470782130954779,0.023456299391902746,0.9921798631476051,0.9921822994959736
16,0.010932424144319842,0.008401283431872741,0.9970674486803519,0.9970667033927819
17,0.057763328782419264,1.0759220486911545,0.9032258064516129,0.901647240266629
18,0.023342712595375927,0.01586194079825054,0.9960899315738025,0.9960911497479868
19,0.29921623939620423,0.018497957603074155,0.9970674486803519,0.9970681424716152
20,0.017466801289798193,0.015248466549557804,0.9960899315738025,0.9960911497479868
21,0.011921506814470833,0.027590639752971047,0.9931573802541545,0.9931609710930563
22,0.028022102320822456,0.03260886369290669,0.9912023460410557,0.9912069628339295
23,0.008001024746813534,0.057504471103243304,0.9902248289345064,0.9902178216434199
24,0.012061452178876067,0.0086394819432567,0.9960899315738025,0.9960905558969901
